<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
ГАЗПРОМ ао;D;10/10/11;000000;154.2;57812970
ГАЗПРОМ ао;D;11/10/11;000000;153;67652690
ГАЗПРОМ ао;D;12/10/11;000000;161.25;88899260
ГАЗПРОМ ао;D;13/10/11;000000;158.07;95812170
ГАЗПРОМ ао;D;14/10/11;000000;162.86;78815270
ГАЗПРОМ ао;D;17/10/11;000000;160.37;100406360
ГАЗПРОМ ао;D;18/10/11;000000;161.9;80539040
ГАЗПРОМ ао;D;19/10/11;000000;163.18;77630260
ГАЗПРОМ ао;D;20/10/11;000000;162.6;58379370
ГАЗПРОМ ао;D;21/10/11;000000;166.01;49832100
ГАЗПРОМ ао;D;24/10/11;000000;170;61774250
ГАЗПРОМ ао;D;25/10/11;000000;168.38;69481050
ГАЗПРОМ ао;D;26/10/11;000000;177.1;130866320
ГАЗПРОМ ао;D;27/10/11;000000;185.8;128929750
ГАЗПРОМ ао;D;28/10/11;000000;185;96820090
ГАЗПРОМ ао;D;31/10/11;000000;179.2;60486890
ГАЗПРОМ ао;D;01/11/11;000000;174.8;105659360
ГАЗПРОМ ао;D;02/11/11;000000;182.59;130315150
ГАЗПРОМ ао;D;03/11/11;000000;183.23;127899200
ГАЗПРОМ ао;D;07/11/11;000000;183.47;81642790
ГАЗПРОМ ао;D;08/11/11;000000;183.25;69003380
ГАЗПРОМ ао;D;09/11/11;000000;180.96;101101030
ГАЗПРОМ ао;D;10/11/11;000000;183.11;83782630
ГАЗПРОМ ао;D;11/11/11;000000;183.5;57111750
ГАЗПРОМ ао;D;14/11/11;000000;182.7;56491450
ГАЗПРОМ ао;D;15/11/11;000000;185.99;92673460
ГАЗПРОМ ао;D;16/11/11;000000;187.7;91806340
ГАЗПРОМ ао;D;17/11/11;000000;184;96297960
ГАЗПРОМ ао;D;18/11/11;000000;180.01;57151560
ГАЗПРОМ ао;D;21/11/11;000000;169.74;80821960
ГАЗПРОМ ао;D;22/11/11;000000;169.2;72587940
ГАЗПРОМ ао;D;23/11/11;000000;167.9;85580180
ГАЗПРОМ ао;D;24/11/11;000000;161.83;41176910
ГАЗПРОМ ао;D;25/11/11;000000;165.55;63034920
ГАЗПРОМ ао;D;28/11/11;000000;172.13;61464270
ГАЗПРОМ ао;D;29/11/11;000000;170.05;55508510
ГАЗПРОМ ао;D;30/11/11;000000;175.4;85633040
ГАЗПРОМ ао;D;01/12/11;000000;181.4;137114900
ГАЗПРОМ ао;D;02/12/11;000000;183.39;114341820
ГАЗПРОМ ао;D;05/12/11;000000;184.5;44575880
ГАЗПРОМ ао;D;06/12/11;000000;175.28;106615970
ГАЗПРОМ ао;D;07/12/11;000000;174.63;101128360
ГАЗПРОМ ао;D;08/12/11;000000;176.96;87506360
ГАЗПРОМ ао;D;09/12/11;000000;169.93;91357390
ГАЗПРОМ ао;D;12/12/11;000000;164.42;80947880
ГАЗПРОМ ао;D;13/12/11;000000;166.66;93038850
ГАЗПРОМ ао;D;14/12/11;000000;165;81778850
ГАЗПРОМ ао;D;15/12/11;000000;170.9;100823200
ГАЗПРОМ ао;D;16/12/11;000000;169.4;64008750
ГАЗПРОМ ао;D;19/12/11;000000;166.3;53646400
ГАЗПРОМ ао;D;20/12/11;000000;172.55;74976090
ГАЗПРОМ ао;D;21/12/11;000000;169.78;73972610
ГАЗПРОМ ао;D;22/12/11;000000;170.82;46546880
ГАЗПРОМ ао;D;23/12/11;000000;169.71;34983350
ГАЗПРОМ ао;D;26/12/11;000000;171.53;20025810
ГАЗПРОМ ао;D;27/12/11;000000;170.75;21504370
ГАЗПРОМ ао;D;28/12/11;000000;169.47;23379330
ГАЗПРОМ ао;D;29/12/11;000000;170.6;37850100
ГАЗПРОМ ао;D;30/12/11;000000;171.36;24712670
ГАЗПРОМ ао;D;03/01/12;000000;177.5;24877070
ГАЗПРОМ ао;D;04/01/12;000000;176.91;25341090
ГАЗПРОМ ао;D;05/01/12;000000;177.2;36980600
ГАЗПРОМ ао;D;06/01/12;000000;176.2;21770320
ГАЗПРОМ ао;D;09/01/12;000000;177.27;25243270
ГАЗПРОМ ао;D;10/01/12;000000;179.61;44050620
ГАЗПРОМ ао;D;11/01/12;000000;178.1;46205390
ГАЗПРОМ ао;D;12/01/12;000000;177.74;55320210
ГАЗПРОМ ао;D;13/01/12;000000;178.84;41693540
ГАЗПРОМ ао;D;16/01/12;000000;178.5;30974800
ГАЗПРОМ ао;D;17/01/12;000000;181.8;52695410
ГАЗПРОМ ао;D;18/01/12;000000;182.9;45380890
ГАЗПРОМ ао;D;19/01/12;000000;185.5;64922590
ГАЗПРОМ ао;D;20/01/12;000000;183.48;48039190
ГАЗПРОМ ао;D;23/01/12;000000;184.34;47168260
ГАЗПРОМ ао;D;24/01/12;000000;183.28;37690790
ГАЗПРОМ ао;D;25/01/12;000000;185.7;37826390
ГАЗПРОМ ао;D;26/01/12;000000;185.25;54968990
ГАЗПРОМ ао;D;27/01/12;000000;182.5;40259070
ГАЗПРОМ ао;D;30/01/12;000000;181.75;37382290
ГАЗПРОМ ао;D;31/01/12;000000;183.8;39717310
ГАЗПРОМ ао;D;01/02/12;000000;185.54;44145020
ГАЗПРОМ ао;D;02/02/12;000000;187.35;50753110
ГАЗПРОМ ао;D;03/02/12;000000;189.7;47953200
ГАЗПРОМ ао;D;06/02/12;000000;189.8;40175500
ГАЗПРОМ ао;D;07/02/12;000000;188.2;39830920
ГАЗПРОМ ао;D;08/02/12;000000;188.77;42527010
ГАЗПРОМ ао;D;09/02/12;000000;188.79;46778150
ГАЗПРОМ ао;D;10/02/12;000000;188.16;40274230
ГАЗПРОМ ао;D;13/02/12;000000;192;43221810
ГАЗПРОМ ао;D;14/02/12;000000;191.51;44550150
ГАЗПРОМ ао;D;15/02/12;000000;191.7;40878050
ГАЗПРОМ ао;D;16/02/12;000000;190;45760260
ГАЗПРОМ ао;D;17/02/12;000000;189.7;32806380
ГАЗПРОМ ао;D;20/02/12;000000;191;20704750
ГАЗПРОМ ао;D;21/02/12;000000;188.8;30294550
ГАЗПРОМ ао;D;22/02/12;000000;187;36160070
ГАЗПРОМ ао;D;24/02/12;000000;193.85;61250780
ГАЗПРОМ ао;D;27/02/12;000000;193.1;51219130
ГАЗПРОМ ао;D;28/02/12;000000;191.37;43300720
ГАЗПРОМ ао;D;29/02/12;000000;194.09;42693980
ГАЗПРОМ ао;D;01/03/12;000000;194.01;31594230
ГАЗПРОМ ао;D;02/03/12;000000;195.85;40083440
ГАЗПРОМ ао;D;05/03/12;000000;199.82;47062650
ГАЗПРОМ ао;D;06/03/12;000000;193;56297690
ГАЗПРОМ ао;D;07/03/12;000000;194;40646080
ГАЗПРОМ ао;D;11/03/12;000000;197.53;14212290
ГАЗПРОМ ао;D;12/03/12;000000;197.39;39431490
ГАЗПРОМ ао;D;13/03/12;000000;197.25;34347150
ГАЗПРОМ ао;D;14/03/12;000000;198.53;44187360
ГАЗПРОМ ао;D;15/03/12;000000;199.2;61526250
ГАЗПРОМ ао;D;16/03/12;000000;197.01;26841810
ГАЗПРОМ ао;D;19/03/12;000000;190.77;58891880
ГАЗПРОМ ао;D;20/03/12;000000;186;61782410
ГАЗПРОМ ао;D;21/03/12;000000;185.26;62176140
ГАЗПРОМ ао;D;22/03/12;000000;181.46;58380730
ГАЗПРОМ ао;D;23/03/12;000000;182.28;44081830
ГАЗПРОМ ао;D;26/03/12;000000;184.76;43494050
ГАЗПРОМ ао;D;27/03/12;000000;182.75;38837090
ГАЗПРОМ ао;D;28/03/12;000000;180;47058490
ГАЗПРОМ ао;D;29/03/12;000000;177.05;51208400
ГАЗПРОМ ао;D;30/03/12;000000;181.3;63696870
ГАЗПРОМ ао;D;02/04/12;000000;181.89;42949650
ГАЗПРОМ ао;D;03/04/12;000000;185.2;45942530
ГАЗПРОМ ао;D;04/04/12;000000;181.23;48372070
ГАЗПРОМ ао;D;05/04/12;000000;182.18;50635620
ГАЗПРОМ ао;D;06/04/12;000000;178.07;30952980
ГАЗПРОМ ао;D;09/04/12;000000;179.87;32779200
ГАЗПРОМ ао;D;10/04/12;000000;176.42;49363680
ГАЗПРОМ ао;D;11/04/12;000000;176.01;54130320
ГАЗПРОМ ао;D;12/04/12;000000;175.74;65948880
ГАЗПРОМ ао;D;13/04/12;000000;177.97;69594560
ГАЗПРОМ ао;D;16/04/12;000000;174.31;51951830
ГАЗПРОМ ао;D;17/04/12;000000;170.9;88916310
ГАЗПРОМ ао;D;18/04/12;000000;169.39;52738950
ГАЗПРОМ ао;D;19/04/12;000000;171.15;61822490
ГАЗПРОМ ао;D;20/04/12;000000;170.93;41325500
ГАЗПРОМ ао;D;23/04/12;000000;166.48;54466710
ГАЗПРОМ ао;D;24/04/12;000000;163.89;59921960
ГАЗПРОМ ао;D;25/04/12;000000;165.08;40353690
ГАЗПРОМ ао;D;26/04/12;000000;164.01;42719430
ГАЗПРОМ ао;D;27/04/12;000000;168.69;59367400
ГАЗПРОМ ао;D;28/04/12;000000;169.27;11507280
ГАЗПРОМ ао;D;02/05/12;000000;167.5;50901200
ГАЗПРОМ ао;D;03/05/12;000000;169.25;38676280
ГАЗПРОМ ао;D;04/05/12;000000;162.75;62683390
ГАЗПРОМ ао;D;05/05/12;000000;164;15797860
ГАЗПРОМ ао;D;07/05/12;000000;165.73;24694700
ГАЗПРОМ ао;D;08/05/12;000000;165;24568530
ГАЗПРОМ ао;D;10/05/12;000000;165;66882950
ГАЗПРОМ ао;D;11/05/12;000000;158.15;57625190
ГАЗПРОМ ао;D;12/05/12;000000;158.02;10591730
ГАЗПРОМ ао;D;14/05/12;000000;149.51;61942760
ГАЗПРОМ ао;D;15/05/12;000000;148.53;88933700
ГАЗПРОМ ао;D;16/05/12;000000;146.02;60504260
ГАЗПРОМ ао;D;17/05/12;000000;142.7;80448950
ГАЗПРОМ ао;D;18/05/12;000000;139.58;85170220
ГАЗПРОМ ао;D;21/05/12;000000;142;53809940
ГАЗПРОМ ао;D;22/05/12;000000;143.41;55199990
ГАЗПРОМ ао;D;23/05/12;000000;138.69;57186360
ГАЗПРОМ ао;D;24/05/12;000000;142.16;56321470
ГАЗПРОМ ао;D;25/05/12;000000;143;46091950
ГАЗПРОМ ао;D;28/05/12;000000;144.22;33877620
ГАЗПРОМ ао;D;29/05/12;000000;148.5;51645610
ГАЗПРОМ ао;D;30/05/12;000000;148.11;67584800
ГАЗПРОМ ао;D;31/05/12;000000;147.03;64198570
ГАЗПРОМ ао;D;01/06/12;000000;148.65;70880510
ГАЗПРОМ ао;D;04/06/12;000000;151.5;50066690
ГАЗПРОМ ао;D;05/06/12;000000;150.47;36968460
ГАЗПРОМ ао;D;06/06/12;000000;150.15;52583620
ГАЗПРОМ ао;D;07/06/12;000000;151.75;53500310
ГАЗПРОМ ао;D;08/06/12;000000;151.5;31272150
ГАЗПРОМ ао;D;09/06/12;000000;152.14;7851520
ГАЗПРОМ ао;D;13/06/12;000000;152.3;42393500
ГАЗПРОМ ао;D;14/06/12;000000;152.19;29052570
ГАЗПРОМ ао;D;15/06/12;000000;156.2;67627850
ГАЗПРОМ ао;D;18/06/12;000000;157.7;39648060
ГАЗПРОМ ао;D;19/06/12;000000;158.9;34936260
ГАЗПРОМ ао;D;20/06/12;000000;157.72;30782840
ГАЗПРОМ ао;D;21/06/12;000000;156.17;37076950
ГАЗПРОМ ао;D;22/06/12;000000;154.9;35259790
ГАЗПРОМ ао;D;25/06/12;000000;151.12;28623520
ГАЗПРОМ ао;D;26/06/12;000000;151.3;27604020
ГАЗПРОМ ао;D;27/06/12;000000;153.9;33279950
ГАЗПРОМ ао;D;28/06/12;000000;150.65;34965540
ГАЗПРОМ ао;D;29/06/12;000000;153.76;43021640
ГАЗПРОМ ао;D;02/07/12;000000;155.25;30761880
ГАЗПРОМ ао;D;03/07/12;000000;158.86;45798390
ГАЗПРОМ ао;D;04/07/12;000000;159.05;23244550
ГАЗПРОМ ао;D;05/07/12;000000;157.33;49368670
ГАЗПРОМ ао;D;06/07/12;000000;155.41;29858090
ГАЗПРОМ ао;D;09/07/12;000000;154.41;26274530
ГАЗПРОМ ао;D;10/07/12;000000;155.6;31652880
ГАЗПРОМ ао;D;11/07/12;000000;153.9;25289160
ГАЗПРОМ ао;D;12/07/12;000000;152.56;29026150
ГАЗПРОМ ао;D;13/07/12;000000;153.33;25726200
ГАЗПРОМ ао;D;16/07/12;000000;153.8;25516920
ГАЗПРОМ ао;D;17/07/12;000000;155.19;35639530
ГАЗПРОМ ао;D;18/07/12;000000;154.8;25317510
ГАЗПРОМ ао;D;19/07/12;000000;156.52;34731720
ГАЗПРОМ ао;D;20/07/12;000000;153.01;24442490
ГАЗПРОМ ао;D;23/07/12;000000;148.37;42758340
ГАЗПРОМ ао;D;24/07/12;000000;145.8;36080730
ГАЗПРОМ ао;D;25/07/12;000000;145.99;37311300
ГАЗПРОМ ао;D;26/07/12;000000;148.5;32240500
ГАЗПРОМ ао;D;27/07/12;000000;152.35;40981330
ГАЗПРОМ ао;D;30/07/12;000000;154.75;33940980
ГАЗПРОМ ао;D;31/07/12;000000;150.75;40581460
ГАЗПРОМ ао;D;01/08/12;000000;149.99;29379140
ГАЗПРОМ ао;D;02/08/12;000000;148.2;47469620
ГАЗПРОМ ао;D;03/08/12;000000;151.1;37791310
ГАЗПРОМ ао;D;06/08/12;000000;154.72;38024890
ГАЗПРОМ ао;D;07/08/12;000000;156.42;37911620
ГАЗПРОМ ао;D;08/08/12;000000;155.57;26192930
ГАЗПРОМ ао;D;09/08/12;000000;155.04;34753460
ГАЗПРОМ ао;D;10/08/12;000000;153.85;29172550
ГАЗПРОМ ао;D;13/08/12;000000;155.2;28562520
ГАЗПРОМ ао;D;14/08/12;000000;156.99;24355900
ГАЗПРОМ ао;D;15/08/12;000000;154.6;27266220
ГАЗПРОМ ао;D;16/08/12;000000;156.83;28989700
ГАЗПРОМ ао;D;17/08/12;000000;156.83;22567490
ГАЗПРОМ ао;D;20/08/12;000000;154.11;25834380
ГАЗПРОМ ао;D;21/08/12;000000;156.97;26392530
ГАЗПРОМ ао;D;22/08/12;000000;156.84;19403740
ГАЗПРОМ ао;D;23/08/12;000000;157.1;38879970
ГАЗПРОМ ао;D;24/08/12;000000;156.81;24490830
ГАЗПРОМ ао;D;27/08/12;000000;156.26;17153810
ГАЗПРОМ ао;D;28/08/12;000000;156.5;26340390
ГАЗПРОМ ао;D;29/08/12;000000;156;35167370
ГАЗПРОМ ао;D;30/08/12;000000;155.07;24296740
ГАЗПРОМ ао;D;31/08/12;000000;157.4;31504790
ГАЗПРОМ ао;D;03/09/12;000000;158.12;23245940
ГАЗПРОМ ао;D;04/09/12;000000;158.06;20391670
ГАЗПРОМ ао;D;05/09/12;000000;155.05;41286450
ГАЗПРОМ ао;D;06/09/12;000000;158.9;37193440
ГАЗПРОМ ао;D;07/09/12;000000;163.24;64740530
ГАЗПРОМ ао;D;10/09/12;000000;164.21;29625600
ГАЗПРОМ ао;D;11/09/12;000000;163.4;23543420
ГАЗПРОМ ао;D;12/09/12;000000;163.21;32953400
ГАЗПРОМ ао;D;13/09/12;000000;162.99;28809850
ГАЗПРОМ ао;D;14/09/12;000000;169.52;89796120
ГАЗПРОМ ао;D;17/09/12;000000;169.26;52109860
ГАЗПРОМ ао;D;18/09/12;000000;167.76;34161360
ГАЗПРОМ ао;D;19/09/12;000000;164.75;50218790
ГАЗПРОМ ао;D;20/09/12;000000;164.85;38362480
ГАЗПРОМ ао;D;21/09/12;000000;163.8;33554760
ГАЗПРОМ ао;D;24/09/12;000000;161.97;28632800
ГАЗПРОМ ао;D;25/09/12;000000;160.87;28416790
ГАЗПРОМ ао;D;26/09/12;000000;157;35765330
ГАЗПРОМ ао;D;27/09/12;000000;157.49;31595060
ГАЗПРОМ ао;D;28/09/12;000000;157.75;24145220
ГАЗПРОМ ао;D;01/10/12;000000;160.9;30404070
ГАЗПРОМ ао;D;02/10/12;000000;159.3;29805970
ГАЗПРОМ ао;D;03/10/12;000000;158.14;27766330
ГАЗПРОМ ао;D;04/10/12;000000;156.41;33458740
ГАЗПРОМ ао;D;05/10/12;000000;159.07;33411400
ГАЗПРОМ ао;D;08/10/12;000000;158.9;26821250
ГАЗПРОМ ао;D;09/10/12;000000;157.15;37595680
ГАЗПРОМ ао;D;10/10/12;000000;155.3;34407900
ГАЗПРОМ ао;D;11/10/12;000000;154.25;34427990
ГАЗПРОМ ао;D;12/10/12;000000;152.36;34323530
ГАЗПРОМ ао;D;15/10/12;000000;152.22;20753270
ГАЗПРОМ ао;D;16/10/12;000000;153.98;30723670
ГАЗПРОМ ао;D;17/10/12;000000;156.14;43711450
ГАЗПРОМ ао;D;18/10/12;000000;155;35158780
ГАЗПРОМ ао;D;19/10/12;000000;154.68;25356190
ГАЗПРОМ ао;D;22/10/12;000000;156.53;27093620
ГАЗПРОМ ао;D;23/10/12;000000;153.67;32568050
ГАЗПРОМ ао;D;24/10/12;000000;152.66;36216500
ГАЗПРОМ ао;D;25/10/12;000000;152.78;24949170
ГАЗПРОМ ао;D;26/10/12;000000;151.56;28110590
ГАЗПРОМ ао;D;29/10/12;000000;150.85;14527590
ГАЗПРОМ ао;D;30/10/12;000000;147.06;45693150
ГАЗПРОМ ао;D;31/10/12;000000;144.9;46124070
ГАЗПРОМ ао;D;01/11/12;000000;144.3;44921530
ГАЗПРОМ ао;D;02/11/12;000000;146.03;35751080
ГАЗПРОМ ао;D;06/11/12;000000;146;21658460
ГАЗПРОМ ао;D;07/11/12;000000;143.7;31985040
ГАЗПРОМ ао;D;08/11/12;000000;143.15;37480470
ГАЗПРОМ ао;D;09/11/12;000000;145.6;33086040
ГАЗПРОМ ао;D;12/11/12;000000;144.88;22274710
ГАЗПРОМ ао;D;13/11/12;000000;139.8;48019650
ГАЗПРОМ ао;D;14/11/12;000000;139.35;46096180
ГАЗПРОМ ао;D;15/11/12;000000;141.73;35257190
ГАЗПРОМ ао;D;16/11/12;000000;140.2;27460950
ГАЗПРОМ ао;D;19/11/12;000000;142;22837700
ГАЗПРОМ ао;D;20/11/12;000000;141.25;19686070
ГАЗПРОМ ао;D;21/11/12;000000;142.8;33177590
ГАЗПРОМ ао;D;22/11/12;000000;142.11;19708270
ГАЗПРОМ ао;D;23/11/12;000000;141.63;29348940
ГАЗПРОМ ао;D;26/11/12;000000;140.33;22150500
ГАЗПРОМ ао;D;27/11/12;000000;138.3;34974820
ГАЗПРОМ ао;D;28/11/12;000000;137.26;42490840
ГАЗПРОМ ао;D;29/11/12;000000;137.29;29113690
ГАЗПРОМ ао;D;30/11/12;000000;138.67;47026460
ГАЗПРОМ ао;D;03/12/12;000000;140.88;36198260
ГАЗПРОМ ао;D;04/12/12;000000;139.4;25970680
ГАЗПРОМ ао;D;05/12/12;000000;140.67;44571970
ГАЗПРОМ ао;D;06/12/12;000000;139.53;36382750
ГАЗПРОМ ао;D;07/12/12;000000;139.5;25966200
ГАЗПРОМ ао;D;10/12/12;000000;140.29;23480270
ГАЗПРОМ ао;D;11/12/12;000000;139.53;30057030
ГАЗПРОМ ао;D;12/12/12;000000;140.94;40361540
ГАЗПРОМ ао;D;13/12/12;000000;139.48;33172140
ГАЗПРОМ ао;D;14/12/12;000000;139.41;26973840
ГАЗПРОМ ао;D;17/12/12;000000;139.73;38263700
ГАЗПРОМ ао;D;18/12/12;000000;140.34;37138780
ГАЗПРОМ ао;D;19/12/12;000000;140.16;36215940
ГАЗПРОМ ао;D;20/12/12;000000;142.75;52706640
ГАЗПРОМ ао;D;21/12/12;000000;144.35;54912940
ГАЗПРОМ ао;D;24/12/12;000000;144.65;32501080
ГАЗПРОМ ао;D;25/12/12;000000;144.76;13398410
ГАЗПРОМ ао;D;26/12/12;000000;145.06;11205620
ГАЗПРОМ ао;D;27/12/12;000000;144.95;17172620
ГАЗПРОМ ао;D;28/12/12;000000;143.7;22318050
ГАЗПРОМ ао;D;08/01/13;000000;147.9;25413140
ГАЗПРОМ ао;D;09/01/13;000000;148.91;29540810
ГАЗПРОМ ао;D;10/01/13;000000;147.6;22741520
ГАЗПРОМ ао;D;11/01/13;000000;147.97;19799760
ГАЗПРОМ ао;D;14/01/13;000000;149.6;28709170
ГАЗПРОМ ао;D;15/01/13;000000;147.73;26012900
ГАЗПРОМ ао;D;16/01/13;000000;146.42;31599220
ГАЗПРОМ ао;D;17/01/13;000000;147.7;31798680
ГАЗПРОМ ао;D;18/01/13;000000;148.42;27637550
ГАЗПРОМ ао;D;21/01/13;000000;147.74;19793330
ГАЗПРОМ ао;D;22/01/13;000000;145.84;28811800
ГАЗПРОМ ао;D;23/01/13;000000;146.67;23690410
ГАЗПРОМ ао;D;24/01/13;000000;146.14;23765470
ГАЗПРОМ ао;D;25/01/13;000000;146.4;22497380
ГАЗПРОМ ао;D;28/01/13;000000;147.22;29116530
ГАЗПРОМ ао;D;29/01/13;000000;145.91;27552620
ГАЗПРОМ ао;D;30/01/13;000000;143.85;39037350
ГАЗПРОМ ао;D;31/01/13;000000;142.09;37765880
ГАЗПРОМ ао;D;01/02/13;000000;142.28;27154010
ГАЗПРОМ ао;D;04/02/13;000000;141.47;23483420
ГАЗПРОМ ао;D;05/02/13;000000;141.37;21587650
ГАЗПРОМ ао;D;06/02/13;000000;139.91;37897460
ГАЗПРОМ ао;D;07/02/13;000000;138.91;27344800
ГАЗПРОМ ао;D;08/02/13;000000;137.68;44740280
ГАЗПРОМ ао;D;11/02/13;000000;135.29;37902790
ГАЗПРОМ ао;D;12/02/13;000000;133.3;46472190
ГАЗПРОМ ао;D;13/02/13;000000;137.15;81543920
ГАЗПРОМ ао;D;14/02/13;000000;134.2;54993340
ГАЗПРОМ ао;D;15/02/13;000000;133.99;38281940
ГАЗПРОМ ао;D;18/02/13;000000;135.9;36685480
ГАЗПРОМ ао;D;19/02/13;000000;137.55;42875330
ГАЗПРОМ ао;D;20/02/13;000000;137.06;34118720
ГАЗПРОМ ао;D;21/02/13;000000;136;35914700
ГАЗПРОМ ао;D;22/02/13;000000;136.81;24132560
ГАЗПРОМ ао;D;25/02/13;000000;138.03;26778640
ГАЗПРОМ ао;D;26/02/13;000000;136.5;23834590
ГАЗПРОМ ао;D;27/02/13;000000;137.6;37511950
ГАЗПРОМ ао;D;28/02/13;000000;137.4;30517150
ГАЗПРОМ ао;D;01/03/13;000000;134.75;40691650
ГАЗПРОМ ао;D;04/03/13;000000;133.03;52340190
ГАЗПРОМ ао;D;05/03/13;000000;136.45;49174090
ГАЗПРОМ ао;D;06/03/13;000000;134.85;35462680
ГАЗПРОМ ао;D;07/03/13;000000;133.73;27334510
ГАЗПРОМ ао;D;11/03/13;000000;136.6;43410830
ГАЗПРОМ ао;D;12/03/13;000000;137.25;31717820
ГАЗПРОМ ао;D;13/03/13;000000;140.56;83586550
ГАЗПРОМ ао;D;14/03/13;000000;142.08;65293240
ГАЗПРОМ ао;D;15/03/13;000000;144.5;97785890
ГАЗПРОМ ао;D;18/03/13;000000;144.28;66471290
ГАЗПРОМ ао;D;19/03/13;000000;142.34;46835470
ГАЗПРОМ ао;D;20/03/13;000000;142.09;40754750
ГАЗПРОМ ао;D;21/03/13;000000;142.32;36418560
ГАЗПРОМ ао;D;22/03/13;000000;140.18;29772900
ГАЗПРОМ ао;D;25/03/13;000000;138.6;36113320
ГАЗПРОМ ао;D;26/03/13;000000;136.58;38093140
ГАЗПРОМ ао;D;27/03/13;000000;136.36;39902140
ГАЗПРОМ ао;D;28/03/13;000000;133.17;76199130
ГАЗПРОМ ао;D;29/03/13;000000;134.08;16614920
ГАЗПРОМ ао;D;01/04/13;000000;132.85;16539800
ГАЗПРОМ ао;D;02/04/13;000000;130.81;42194710
ГАЗПРОМ ао;D;03/04/13;000000;130.38;47305190
ГАЗПРОМ ао;D;04/04/13;000000;131.29;57498450
ГАЗПРОМ ао;D;05/04/13;000000;130.5;44830970
ГАЗПРОМ ао;D;08/04/13;000000;129.01;30782360
ГАЗПРОМ ао;D;09/04/13;000000;130.42;31437210
ГАЗПРОМ ао;D;10/04/13;000000;129.53;37628360
ГАЗПРОМ ао;D;11/04/13;000000;126.08;59014870
ГАЗПРОМ ао;D;12/04/13;000000;126.7;50484420
ГАЗПРОМ ао;D;15/04/13;000000;125.95;66061010
ГАЗПРОМ ао;D;16/04/13;000000;124.15;51077790
ГАЗПРОМ ао;D;17/04/13;000000;121.8;60282790
ГАЗПРОМ ао;D;18/04/13;000000;120.45;39183040
ГАЗПРОМ ао;D;19/04/13;000000;120.11;46609840
ГАЗПРОМ ао;D;22/04/13;000000;119.9;48028780
ГАЗПРОМ ао;D;23/04/13;000000;120.17;46742970
ГАЗПРОМ ао;D;24/04/13;000000;124.7;67458070
ГАЗПРОМ ао;D;25/04/13;000000;122.96;49030800
ГАЗПРОМ ао;D;26/04/13;000000;122.82;34573610
ГАЗПРОМ ао;D;29/04/13;000000;122.5;20112380
ГАЗПРОМ ао;D;30/04/13;000000;124.15;39444340
ГАЗПРОМ ао;D;02/05/13;000000;122.96;12775690
ГАЗПРОМ ао;D;03/05/13;000000;128.7;30484070
ГАЗПРОМ ао;D;06/05/13;000000;129.38;23831690
ГАЗПРОМ ао;D;07/05/13;000000;130.55;38268510
ГАЗПРОМ ао;D;08/05/13;000000;131.81;28493570
ГАЗПРОМ ао;D;10/05/13;000000;132.89;21787860
ГАЗПРОМ ао;D;13/05/13;000000;129.8;48467090
ГАЗПРОМ ао;D;14/05/13;000000;125.54;47389280
ГАЗПРОМ ао;D;15/05/13;000000;122.3;33277130
ГАЗПРОМ ао;D;16/05/13;000000;122.81;46797250
ГАЗПРОМ ао;D;17/05/13;000000;125.49;40522320
ГАЗПРОМ ао;D;20/05/13;000000;126.4;38807910
ГАЗПРОМ ао;D;21/05/13;000000;126.95;35741250
ГАЗПРОМ ао;D;22/05/13;000000;127.39;41217060
ГАЗПРОМ ао;D;23/05/13;000000;121.6;47958730
ГАЗПРОМ ао;D;24/05/13;000000;120;46910350
ГАЗПРОМ ао;D;27/05/13;000000;119.68;21592230
ГАЗПРОМ ао;D;28/05/13;000000;120.87;37485890
ГАЗПРОМ ао;D;29/05/13;000000;118.63;37957740
ГАЗПРОМ ао;D;30/05/13;000000;119.81;40632640
ГАЗПРОМ ао;D;31/05/13;000000;123.4;93376740
ГАЗПРОМ ао;D;03/06/13;000000;120.75;72228680
ГАЗПРОМ ао;D;04/06/13;000000;119.49;42959750
ГАЗПРОМ ао;D;05/06/13;000000;118.22;49012180
ГАЗПРОМ ао;D;06/06/13;000000;116.98;34193090
ГАЗПРОМ ао;D;07/06/13;000000;117.25;31983780
ГАЗПРОМ ао;D;10/06/13;000000;116.5;36061170
ГАЗПРОМ ао;D;11/06/13;000000;111.91;51536640
ГАЗПРОМ ао;D;13/06/13;000000;109.91;55934900
ГАЗПРОМ ао;D;14/06/13;000000;109.8;40958590
ГАЗПРОМ ао;D;17/06/13;000000;111.42;40768870
ГАЗПРОМ ао;D;18/06/13;000000;112.98;31942590
ГАЗПРОМ ао;D;19/06/13;000000;111.21;32875460
ГАЗПРОМ ао;D;20/06/13;000000;108.24;40093210
ГАЗПРОМ ао;D;21/06/13;000000;109.6;36264630
ГАЗПРОМ ао;D;24/06/13;000000;107.23;31865960
ГАЗПРОМ ао;D;25/06/13;000000;108.56;33026010
ГАЗПРОМ ао;D;26/06/13;000000;110.05;32742010
ГАЗПРОМ ао;D;27/06/13;000000;107.6;32266340
ГАЗПРОМ ао;D;28/06/13;000000;109.1;42579530
ГАЗПРОМ ао;D;01/07/13;000000;109.08;24017100
ГАЗПРОМ ао;D;02/07/13;000000;109.2;25655940
ГАЗПРОМ ао;D;03/07/13;000000;109.2;40795150
