<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
ГАЗПРОМ ао;D;31/03/11;000000;229.09;70164950
ГАЗПРОМ ао;D;01/04/11;000000;235.1;77630490
ГАЗПРОМ ао;D;04/04/11;000000;237.7;101836120
ГАЗПРОМ ао;D;05/04/11;000000;238.72;71075920
ГАЗПРОМ ао;D;06/04/11;000000;239.4;70894430
ГАЗПРОМ ао;D;07/04/11;000000;238;63506670
ГАЗПРОМ ао;D;08/04/11;000000;243.2;75534260
ГАЗПРОМ ао;D;11/04/11;000000;244;93029910
ГАЗПРОМ ао;D;12/04/11;000000;235.57;102249490
ГАЗПРОМ ао;D;13/04/11;000000;235.07;87565620
ГАЗПРОМ ао;D;14/04/11;000000;228.87;80247690
ГАЗПРОМ ао;D;15/04/11;000000;227.6;80798860
ГАЗПРОМ ао;D;18/04/11;000000;218.91;90926580
ГАЗПРОМ ао;D;19/04/11;000000;225.69;73575190
ГАЗПРОМ ао;D;20/04/11;000000;230.51;73544610
ГАЗПРОМ ао;D;21/04/11;000000;235;76239430
ГАЗПРОМ ао;D;22/04/11;000000;236.89;27732400
ГАЗПРОМ ао;D;25/04/11;000000;233.9;61015960
ГАЗПРОМ ао;D;26/04/11;000000;232.14;69228360
ГАЗПРОМ ао;D;27/04/11;000000;231.9;63753970
ГАЗПРОМ ао;D;28/04/11;000000;231.9;63564000
ГАЗПРОМ ао;D;29/04/11;000000;231.78;37448740
ГАЗПРОМ ао;D;03/05/11;000000;221.64;64590780
ГАЗПРОМ ао;D;04/05/11;000000;212.44;114033790
ГАЗПРОМ ао;D;05/05/11;000000;208.8;109325880
ГАЗПРОМ ао;D;06/05/11;000000;211.68;110404600
ГАЗПРОМ ао;D;10/05/11;000000;214;72690950
ГАЗПРОМ ао;D;11/05/11;000000;210;69724400
ГАЗПРОМ ао;D;12/05/11;000000;203.12;87720680
ГАЗПРОМ ао;D;13/05/11;000000;201.08;67680780
ГАЗПРОМ ао;D;16/05/11;000000;198.49;80221260
ГАЗПРОМ ао;D;17/05/11;000000;198.5;61216360
ГАЗПРОМ ао;D;18/05/11;000000;202.85;59742860
ГАЗПРОМ ао;D;19/05/11;000000;201.36;80383130
ГАЗПРОМ ао;D;20/05/11;000000;196.9;74839850
ГАЗПРОМ ао;D;23/05/11;000000;190.3;72652120
ГАЗПРОМ ао;D;24/05/11;000000;195.5;64643570
ГАЗПРОМ ао;D;25/05/11;000000;196.77;69740110
ГАЗПРОМ ао;D;26/05/11;000000;195;77261150
ГАЗПРОМ ао;D;27/05/11;000000;201.82;83493960
ГАЗПРОМ ао;D;30/05/11;000000;203.89;32188090
ГАЗПРОМ ао;D;31/05/11;000000;204.02;65305130
ГАЗПРОМ ао;D;01/06/11;000000;203.48;62661390
ГАЗПРОМ ао;D;02/06/11;000000;201.68;74629030
ГАЗПРОМ ао;D;03/06/11;000000;196.55;82895660
ГАЗПРОМ ао;D;06/06/11;000000;195.97;53765390
ГАЗПРОМ ао;D;07/06/11;000000;204.67;91320000
ГАЗПРОМ ао;D;08/06/11;000000;207.11;86509590
ГАЗПРОМ ао;D;09/06/11;000000;211.92;90343860
ГАЗПРОМ ао;D;10/06/11;000000;209.21;73674450
ГАЗПРОМ ао;D;14/06/11;000000;208.24;48641180
ГАЗПРОМ ао;D;15/06/11;000000;206;67324440
ГАЗПРОМ ао;D;16/06/11;000000;204.6;70641070
ГАЗПРОМ ао;D;17/06/11;000000;200.8;82515830
ГАЗПРОМ ао;D;20/06/11;000000;199;47955430
ГАЗПРОМ ао;D;21/06/11;000000;200.95;41643310
ГАЗПРОМ ао;D;22/06/11;000000;202.54;56964970
ГАЗПРОМ ао;D;23/06/11;000000;195.95;76409000
ГАЗПРОМ ао;D;24/06/11;000000;199.22;75855920
ГАЗПРОМ ао;D;27/06/11;000000;196.29;61378610
ГАЗПРОМ ао;D;28/06/11;000000;199.05;63946180
ГАЗПРОМ ао;D;29/06/11;000000;201.51;64596200
ГАЗПРОМ ао;D;30/06/11;000000;203.87;52978580
ГАЗПРОМ ао;D;01/07/11;000000;205;57670710
ГАЗПРОМ ао;D;04/07/11;000000;205.24;29407560
ГАЗПРОМ ао;D;05/07/11;000000;203.6;43621970
ГАЗПРОМ ао;D;06/07/11;000000;201.56;42500420
ГАЗПРОМ ао;D;07/07/11;000000;207.7;67644210
ГАЗПРОМ ао;D;08/07/11;000000;205.44;65147430
ГАЗПРОМ ао;D;11/07/11;000000;201.94;38210930
ГАЗПРОМ ао;D;12/07/11;000000;201.59;57993790
ГАЗПРОМ ао;D;13/07/11;000000;202.95;54397590
ГАЗПРОМ ао;D;14/07/11;000000;201;52593400
ГАЗПРОМ ао;D;15/07/11;000000;201.6;54002270
ГАЗПРОМ ао;D;18/07/11;000000;197.95;41877470
ГАЗПРОМ ао;D;19/07/11;000000;199.9;34429710
ГАЗПРОМ ао;D;20/07/11;000000;200.3;38731470
ГАЗПРОМ ао;D;21/07/11;000000;203.7;66043790
ГАЗПРОМ ао;D;22/07/11;000000;202.7;48483080
ГАЗПРОМ ао;D;25/07/11;000000;201.21;43068710
ГАЗПРОМ ао;D;26/07/11;000000;201.4;40461390
ГАЗПРОМ ао;D;27/07/11;000000;199.88;49725990
ГАЗПРОМ ао;D;28/07/11;000000;202.1;41911330
ГАЗПРОМ ао;D;29/07/11;000000;199.44;45059270
ГАЗПРОМ ао;D;01/08/11;000000;202.09;55703050
ГАЗПРОМ ао;D;02/08/11;000000;200.51;44060650
ГАЗПРОМ ао;D;03/08/11;000000;193;75817670
ГАЗПРОМ ао;D;04/08/11;000000;187;89385900
ГАЗПРОМ ао;D;05/08/11;000000;181.8;147556880
ГАЗПРОМ ао;D;08/08/11;000000;169.9;108862610
ГАЗПРОМ ао;D;09/08/11;000000;166.7;186085810
ГАЗПРОМ ао;D;10/08/11;000000;157.7;126607820
ГАЗПРОМ ао;D;11/08/11;000000;164.99;163406090
ГАЗПРОМ ао;D;12/08/11;000000;169.5;120279210
ГАЗПРОМ ао;D;15/08/11;000000;174.41;64371980
ГАЗПРОМ ао;D;16/08/11;000000;171.1;73703750
ГАЗПРОМ ао;D;17/08/11;000000;175.5;65266490
ГАЗПРОМ ао;D;18/08/11;000000;169.65;75276910
ГАЗПРОМ ао;D;19/08/11;000000;169.56;107717210
ГАЗПРОМ ао;D;22/08/11;000000;168.95;75000470
ГАЗПРОМ ао;D;23/08/11;000000;169.12;67811630
ГАЗПРОМ ао;D;24/08/11;000000;173.5;72457510
ГАЗПРОМ ао;D;25/08/11;000000;170.78;65426740
ГАЗПРОМ ао;D;26/08/11;000000;172.8;67891250
ГАЗПРОМ ао;D;29/08/11;000000;177.73;47140210
ГАЗПРОМ ао;D;30/08/11;000000;177.18;59276150
ГАЗПРОМ ао;D;31/08/11;000000;178.08;63911650
ГАЗПРОМ ао;D;01/09/11;000000;177.35;65973520
ГАЗПРОМ ао;D;02/09/11;000000;171;61426670
ГАЗПРОМ ао;D;05/09/11;000000;169.61;52769590
ГАЗПРОМ ао;D;06/09/11;000000;167.94;61141610
ГАЗПРОМ ао;D;07/09/11;000000;174.01;59637470
ГАЗПРОМ ао;D;08/09/11;000000;175;53461790
ГАЗПРОМ ао;D;09/09/11;000000;168.79;65610180
ГАЗПРОМ ао;D;12/09/11;000000;165.5;69795600
ГАЗПРОМ ао;D;13/09/11;000000;164.11;75997180
ГАЗПРОМ ао;D;14/09/11;000000;165.88;61848790
ГАЗПРОМ ао;D;15/09/11;000000;166;94726580
ГАЗПРОМ ао;D;16/09/11;000000;164.5;53937240
ГАЗПРОМ ао;D;19/09/11;000000;163.4;50013430
ГАЗПРОМ ао;D;20/09/11;000000;166.23;51621200
ГАЗПРОМ ао;D;21/09/11;000000;164.45;42137270
ГАЗПРОМ ао;D;22/09/11;000000;152.66;104342400
ГАЗПРОМ ао;D;23/09/11;000000;151.25;144618620
ГАЗПРОМ ао;D;26/09/11;000000;154.5;97069800
ГАЗПРОМ ао;D;27/09/11;000000;157;57280850
ГАЗПРОМ ао;D;28/09/11;000000;155.02;64015540
ГАЗПРОМ ао;D;29/09/11;000000;158.81;64196500
ГАЗПРОМ ао;D;30/09/11;000000;155.9;83274770
ГАЗПРОМ ао;D;03/10/11;000000;153.52;61789280
ГАЗПРОМ ао;D;04/10/11;000000;144.59;94242970
ГАЗПРОМ ао;D;05/10/11;000000;142.71;82601190
ГАЗПРОМ ао;D;06/10/11;000000;150.23;86398560
ГАЗПРОМ ао;D;07/10/11;000000;151;75516680
