<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
ГМКНорНик;D;20/04/11;000000;7694;605618
ГМКНорНик;D;21/04/11;000000;7670;415226
ГМКНорНик;D;22/04/11;000000;7700;171570
ГМКНорНик;D;25/04/11;000000;7533;416439
ГМКНорНик;D;26/04/11;000000;7679;613830
ГМКНорНик;D;27/04/11;000000;7625;521718
ГМКНорНик;D;28/04/11;000000;7625;386764
ГМКНорНик;D;29/04/11;000000;7656;234805
ГМКНорНик;D;03/05/11;000000;7230;675532
ГМКНорНик;D;04/05/11;000000;7170;907900
ГМКНорНик;D;05/05/11;000000;7081;776640
ГМКНорНик;D;06/05/11;000000;7228;727078
ГМКНорНик;D;10/05/11;000000;7365;704293
ГМКНорНик;D;11/05/11;000000;7168;525672
ГМКНорНик;D;12/05/11;000000;7305;970508
ГМКНорНик;D;13/05/11;000000;7289;538730
ГМКНорНик;D;16/05/11;000000;7170;445732
ГМКНорНик;D;17/05/11;000000;6999;717515
ГМКНорНик;D;18/05/11;000000;7095;411371
ГМКНорНик;D;19/05/11;000000;7198;745883
ГМКНорНик;D;20/05/11;000000;7010;444350
ГМКНорНик;D;23/05/11;000000;6899;580067
ГМКНорНик;D;24/05/11;000000;7030;500744
ГМКНорНик;D;25/05/11;000000;7089;422959
ГМКНорНик;D;26/05/11;000000;7031;445248
ГМКНорНик;D;27/05/11;000000;7120;512029
ГМКНорНик;D;30/05/11;000000;7152;198728
ГМКНорНик;D;31/05/11;000000;7001;891923
ГМКНорНик;D;01/06/11;000000;7036;516267
ГМКНорНик;D;02/06/11;000000;7020;373989
ГМКНорНик;D;03/06/11;000000;6909;423809
ГМКНорНик;D;06/06/11;000000;6840;499129
ГМКНорНик;D;07/06/11;000000;6967;492592
ГМКНорНик;D;08/06/11;000000;7001;649823
ГМКНорНик;D;09/06/11;000000;7030;375599
ГМКНорНик;D;10/06/11;000000;7115;482087
ГМКНорНик;D;14/06/11;000000;7045;361687
ГМКНорНик;D;15/06/11;000000;7030;742933
ГМКНорНик;D;16/06/11;000000;7013;463860
ГМКНорНик;D;17/06/11;000000;7020;833205
ГМКНорНик;D;20/06/11;000000;6901;523874
ГМКНорНик;D;21/06/11;000000;6919;311422
ГМКНорНик;D;22/06/11;000000;7040;556162
ГМКНорНик;D;23/06/11;000000;7026;559457
ГМКНорНик;D;24/06/11;000000;7135;512331
ГМКНорНик;D;27/06/11;000000;7127;302307
ГМКНорНик;D;28/06/11;000000;7316;760262
ГМКНорНик;D;29/06/11;000000;7310;373318
ГМКНорНик;D;30/06/11;000000;7295;386428
ГМКНорНик;D;01/07/11;000000;7353;526736
ГМКНорНик;D;04/07/11;000000;7398;231996
ГМКНорНик;D;05/07/11;000000;7487;484919
ГМКНорНик;D;06/07/11;000000;7491;298675
ГМКНорНик;D;07/07/11;000000;7545;391834
ГМКНорНик;D;08/07/11;000000;7499;311900
ГМКНорНик;D;11/07/11;000000;7542;590903
ГМКНорНик;D;12/07/11;000000;7632;676340
ГМКНорНик;D;13/07/11;000000;7579;456751
ГМКНорНик;D;14/07/11;000000;7560;405346
ГМКНорНик;D;15/07/11;000000;7550;276115
ГМКНорНик;D;18/07/11;000000;7500;316709
ГМКНорНик;D;19/07/11;000000;7559;283444
ГМКНорНик;D;20/07/11;000000;7550;251102
ГМКНорНик;D;21/07/11;000000;7590;583429
ГМКНорНик;D;22/07/11;000000;7530;311550
ГМКНорНик;D;25/07/11;000000;7504;253694
ГМКНорНик;D;26/07/11;000000;7463;216215
ГМКНорНик;D;27/07/11;000000;7370;316206
ГМКНорНик;D;28/07/11;000000;7365;270056
ГМКНорНик;D;29/07/11;000000;7401;372513
ГМКНорНик;D;01/08/11;000000;7467;358941
ГМКНорНик;D;02/08/11;000000;7425;333538
ГМКНорНик;D;03/08/11;000000;7259;354486
ГМКНорНик;D;04/08/11;000000;7130;529350
ГМКНорНик;D;05/08/11;000000;7066;609446
ГМКНорНик;D;08/08/11;000000;6717;877881
ГМКНорНик;D;09/08/11;000000;6489;1123425
ГМКНорНик;D;10/08/11;000000;6609;1922251
ГМКНорНик;D;11/08/11;000000;6460;1051002
ГМКНорНик;D;12/08/11;000000;6730;721117
ГМКНорНик;D;15/08/11;000000;6803;432150
ГМКНорНик;D;16/08/11;000000;6632;369264
ГМКНорНик;D;17/08/11;000000;6700;366370
ГМКНорНик;D;18/08/11;000000;6486;418962
ГМКНорНик;D;19/08/11;000000;6500;625149
ГМКНорНик;D;22/08/11;000000;6480;278006
ГМКНорНик;D;23/08/11;000000;6350;483780
ГМКНорНик;D;24/08/11;000000;6476;395165
ГМКНорНик;D;25/08/11;000000;6485;433858
ГМКНорНик;D;26/08/11;000000;6830;608811
ГМКНорНик;D;29/08/11;000000;7099;465212
ГМКНорНик;D;30/08/11;000000;7003;402448
ГМКНорНик;D;31/08/11;000000;7212;478469
ГМКНорНик;D;01/09/11;000000;7200;524834
ГМКНорНик;D;02/09/11;000000;7039;261405
ГМКНорНик;D;05/09/11;000000;7071;565884
ГМКНорНик;D;06/09/11;000000;7183;585828
ГМКНорНик;D;07/09/11;000000;7364;1071414
ГМКНорНик;D;08/09/11;000000;7510;719476
ГМКНорНик;D;09/09/11;000000;7402;735141
ГМКНорНик;D;12/09/11;000000;7554;646180
ГМКНорНик;D;13/09/11;000000;7629;806374
ГМКНорНик;D;14/09/11;000000;7601;386298
ГМКНорНик;D;15/09/11;000000;7709;1197871
ГМКНорНик;D;16/09/11;000000;7220;943841
ГМКНорНик;D;19/09/11;000000;6873;866446
ГМКНорНик;D;20/09/11;000000;6934;651404
ГМКНорНик;D;21/09/11;000000;6920;572289
ГМКНорНик;D;22/09/11;000000;6574;968389
ГМКНорНик;D;23/09/11;000000;6363;917636
ГМКНорНик;D;26/09/11;000000;6391;679692
ГМКНорНик;D;27/09/11;000000;6513;492406
ГМКНорНик;D;28/09/11;000000;7020;2264075
ГМКНорНик;D;29/09/11;000000;7041;746579
ГМКНорНик;D;30/09/11;000000;7013;832783
ГМКНорНик;D;03/10/11;000000;6680;530537
ГМКНорНик;D;04/10/11;000000;6194;878151
ГМКНорНик;D;05/10/11;000000;6116;741409
ГМКНорНик;D;06/10/11;000000;6280;569355
ГМКНорНик;D;07/10/11;000000;6400;619432
ГМКНорНик;D;10/10/11;000000;6378;580712
ГМКНорНик;D;11/10/11;000000;6330;406915
ГМКНорНик;D;12/10/11;000000;6283;530555
ГМКНорНик;D;13/10/11;000000;6499;1067659
ГМКНорНик;D;14/10/11;000000;6659;558066
ГМКНорНик;D;17/10/11;000000;6500;657249
ГМКНорНик;D;18/10/11;000000;6670;541682
ГМКНорНик;D;19/10/11;000000;6525;505717
ГМКНорНик;D;20/10/11;000000;6655;536895
ГМКНорНик;D;21/10/11;000000;6580;268315
ГМКНорНик;D;24/10/11;000000;6640;387579
ГМКНорНик;D;25/10/11;000000;6306;601686
ГМКНорНик;D;26/10/11;000000;6221;440885
ГМКНорНик;D;27/10/11;000000;6245;578800
ГМКНорНик;D;28/10/11;000000;6132;495387
ГМКНорНик;D;31/10/11;000000;5970;445248
ГМКНорНик;D;01/11/11;000000;5695;551945
ГМКНорНик;D;02/11/11;000000;5785;420558
ГМКНорНик;D;03/11/11;000000;5888;941959
ГМКНорНик;D;07/11/11;000000;5983;311778
ГМКНорНик;D;08/11/11;000000;5865;379001
ГМКНорНик;D;09/11/11;000000;5570;520911
ГМКНорНик;D;10/11/11;000000;5615;507684
ГМКНорНик;D;11/11/11;000000;5523;355491
ГМКНорНик;D;14/11/11;000000;5468;330093
ГМКНорНик;D;15/11/11;000000;5278;655662
ГМКНорНик;D;16/11/11;000000;5051;830514
ГМКНорНик;D;17/11/11;000000;5235;1066207
ГМКНорНик;D;18/11/11;000000;5296;835396
ГМКНорНик;D;21/11/11;000000;5040;595209
ГМКНорНик;D;22/11/11;000000;5120;640509
ГМКНорНик;D;23/11/11;000000;5217;660424
ГМКНорНик;D;24/11/11;000000;5008;349167
ГМКНорНик;D;25/11/11;000000;5170;450460
ГМКНорНик;D;28/11/11;000000;5355;528679
ГМКНорНик;D;29/11/11;000000;5233;509968
ГМКНорНик;D;30/11/11;000000;5431;767188
ГМКНорНик;D;01/12/11;000000;5513;666030
ГМКНорНик;D;02/12/11;000000;5440;516138
ГМКНорНик;D;05/12/11;000000;5541;331615
ГМКНорНик;D;06/12/11;000000;5350;838693
ГМКНорНик;D;07/12/11;000000;5364;492780
ГМКНорНик;D;08/12/11;000000;5350;460527
ГМКНорНик;D;09/12/11;000000;5080;753682
ГМКНорНик;D;12/12/11;000000;4751;711816
ГМКНорНик;D;13/12/11;000000;5030;811727
ГМКНорНик;D;14/12/11;000000;5000;691869
ГМКНорНик;D;15/12/11;000000;5059;689206
ГМКНорНик;D;16/12/11;000000;4967;412857
ГМКНорНик;D;19/12/11;000000;4905;356837
ГМКНорНик;D;20/12/11;000000;4926;315961
ГМКНорНик;D;21/12/11;000000;4867;639750
ГМКНорНик;D;22/12/11;000000;4775;363524
ГМКНорНик;D;23/12/11;000000;4710;245813
ГМКНорНик;D;26/12/11;000000;4758;119218
ГМКНорНик;D;27/12/11;000000;4743;120005
ГМКНорНик;D;28/12/11;000000;4782;262217
ГМКНорНик;D;29/12/11;000000;4934;351555
ГМКНорНик;D;30/12/11;000000;4929;159074
ГМКНорНик;D;03/01/12;000000;5015;222780
ГМКНорНик;D;04/01/12;000000;5001;170155
ГМКНорНик;D;05/01/12;000000;4856;227250
ГМКНорНик;D;06/01/12;000000;4852;156692
ГМКНорНик;D;09/01/12;000000;4929;157088
ГМКНорНик;D;10/01/12;000000;5219;645899
ГМКНорНик;D;11/01/12;000000;5240;702649
ГМКНорНик;D;12/01/12;000000;5350;587006
ГМКНорНик;D;13/01/12;000000;5340;460745
ГМКНорНик;D;16/01/12;000000;5341;330210
ГМКНорНик;D;17/01/12;000000;5477;397316
ГМКНорНик;D;18/01/12;000000;5471;338880
ГМКНорНик;D;19/01/12;000000;5474;365703
ГМКНорНик;D;20/01/12;000000;5451;232043
ГМКНорНик;D;23/01/12;000000;5569;507515
ГМКНорНик;D;24/01/12;000000;5555;400417
ГМКНорНик;D;25/01/12;000000;5663;675937
ГМКНорНик;D;26/01/12;000000;5771;631049
ГМКНорНик;D;27/01/12;000000;5800;483787
ГМКНорНик;D;30/01/12;000000;5701;406359
ГМКНорНик;D;31/01/12;000000;5814;271319
ГМКНорНик;D;01/02/12;000000;5893;401394
ГМКНорНик;D;02/02/12;000000;5773;862184
ГМКНорНик;D;03/02/12;000000;5852;370773
ГМКНорНик;D;06/02/12;000000;5846;449338
ГМКНорНик;D;07/02/12;000000;5881;433861
